Address line 1,Address line 2,Full Address,Latitude,Longitude,Number_of_Parks_Nearby,Distance_to_Nearest_Parks_miles,Number_of_Malls_Nearby,Distance_to_Nearest_Malls_miles,Number_of_Metros_Nearby,Distance_to_Nearest_Metros_miles,Number_of_Clubs_Nearby,Distance_to_Nearest_Clubs_miles,Number_of_Restaurants_Nearby,Distance_to_Nearest_Restaurants_miles,Number_of_Schools_Nearby,Distance_to_Nearest_Schools_miles,Number_of_Colleges_Nearby,Distance_to_Nearest_Colleges_miles,Number_of_Universities_Nearby,Distance_to_Nearest_Universities_miles,Number_of_Buses_Nearby,Distance_to_Nearest_Buses_miles,Number_of_Trains_Nearby,Distance_to_Nearest_Trains_miles,Number_of_Airports_Nearby,Distance_to_Nearest_Airports_miles,Number_of_Museums_Nearby,Distance_to_Nearest_Museums_miles,Number_of_Libraries_Nearby,Distance_to_Nearest_Libraries_miles,Number_of_Grocery_stores_Nearby,Distance_to_Nearest_Grocery_stores_miles,borough
405 W 23rd St Apt 2L,"New York, NY 10011","405 W 23rd St Apt 2L New York, NY 10011 ",40.746677,-74.0013927,20,0.3734068827839606,3,0.3683846905830364,124,0.1801242224799627,36,0.2473483315322651,3166,0.0283791416945969,152,0.1738991004756997,14,0.5423666195689125,23,0.4011859542942049,1548,0.0141203807443403,139,0.1801242224799627,1,1.6936249646342072,47,0.2706978243569328,29,0.600789631488025,183,0.0326554435435959,Not Found
205-22 114th Rd,"Saint Albans, NY 11412","205-22 114th Rd Saint Albans, NY 11412 ",40.7005309,-73.7490129,17,0.3018703312914861,0,inf,5,2.009694532285223,4,1.5573137735915512,190,0.2067808493208383,29,0.1931901366789069,0,inf,0,inf,1127,0.0529655626157702,16,1.0792708449222224,0,inf,0,inf,2,0.6327852477970258,59,0.4753236371139731,Not Found
11814 Ocean Promenade Apt 2A,"Rockaway Park, NY 11694","11814 Ocean Promenade Apt 2A Rockaway Park, NY 11694 ",40.5771917,-73.8384486,10,0.4408674922466629,0,inf,7,0.2744129060937524,0,inf,26,0.1410303777081336,6,0.3458673443998695,0,inf,0,inf,127,0.1362077509197823,7,0.2744129060937524,0,inf,0,inf,0,inf,5,0.1974959490315912,Not Found
25-19 160 St,"Flushing, NY 11358","25-19 160 St Flushing, NY 11358 ",40.7743298,-73.8036522,14,0.9809575994280832,2,1.7912536768784464,2,1.7116781255652416,1,1.6743314555887017,229,0.2440961642157636,20,0.3347584319506318,0,inf,0,inf,747,0.2513020035046599,9,0.875416332468164,0,inf,2,2.2277484863120893,5,0.6352928056795835,39,0.833806480855699,Not Found
200 E 32nd St Apt 19D,"New York, NY 10016","200 E 32nd St Apt 19D New York, NY 10016 ",40.744026,-73.9789643,21,0.6481759160447945,3,0.4216219196144247,137,0.2220843212515988,40,0.5076979792942781,3417,0.0346090324528163,185,0.1712392560737609,13,0.1835744205253578,22,0.3247728485554713,1569,0.0967549639410367,144,0.2220843212515988,1,0.6900056551589623,48,0.3848188732655248,26,0.3411467973200696,222,0.013801547558963,Not Found
38-19 223rd St,"Bayside, NY 11361","38-19 223rd St Bayside, NY 11361 ",40.767718,-73.7607145,9,0.4977772024911022,0,inf,0,inf,0,inf,176,0.3798548607299314,16,0.3380184426982995,0,inf,0,inf,641,0.4041213984054772,7,0.6031904323233881,0,inf,1,3.0344079064348377,3,1.691330301018514,20,0.874131990344631,Not Found
278 Nagle Ave Apt 1D,"New York, NY 10034","278 Nagle Ave Apt 1D New York, NY 10034 ",40.8637269,-73.9198319,36,0.2056454687564572,1,1.0361286115576798,56,0.0650265996322148,4,0.1903694602691315,229,0.2599057100412595,136,0.0914879733535024,1,2.5089209175209533,0,inf,784,0.0806521741020638,67,0.0650265996322148,0,inf,9,0.2986894123581011,8,1.007542945756916,55,0.2688901759301653,Not Found
207 E 57th St Apt 31A,"New York, NY 10022","207 E 57th St Apt 31A New York, NY 10022 ",40.7602685,-73.9668257,15,0.6607660079245673,3,1.0099666274912449,122,0.1746655628715984,43,0.2939665290006534,3135,0.0243259940644836,177,0.0797561283534423,12,0.4957781078563789,21,0.697445028917771,1601,0.0257155775950931,128,0.1746655628715984,1,1.7620885556658832,35,0.302701148657785,24,0.1681808935096234,218,0.0717297252988927,Not Found
99-14 59 Ave Unit 6J,"Corona, NY 11368","99-14 59 Ave Unit 6J Corona, NY 11368 ",40.7370399,-73.85938,13,1.6323107743098253,2,1.8947985397339155,30,0.4972699178257642,7,1.7005949231849593,799,0.2135204825714404,41,0.474799870938753,1,2.126985250243375,0,inf,1363,0.054626757268011,36,0.4972699178257642,0,inf,1,2.230378880738313,4,2.0195837180674743,125,0.0222015945567851,Not Found
150 W 82nd St Apt 8J,"New York, NY 10024","150 W 82nd St Apt 8J New York, NY 10024 ",40.784491,-73.976052,12,0.5206197533743182,2,1.1656863315096964,84,0.2111517572604329,11,1.1484756036518686,1979,0.0519256804313985,184,0.1250694358850762,10,1.0949183093918995,10,0.8227745434671315,1356,0.0551172530330237,91,0.2111517572604329,0,inf,22,0.2140854393222817,22,0.7465574703615836,158,0.2079340292876463,Not Found
519 Fairview Ave,"Ridgewood, NY 11385","519 Fairview Ave Ridgewood, NY 11385 ",40.7083434,-73.9081614,23,1.4864562872341878,0,inf,76,0.3814578889859505,30,0.368994250380654,1071,0.0987298675022158,122,0.1237785296449581,2,1.8616493635365663,0,inf,1695,0.2033364322076003,79,0.3814578889859505,0,inf,3,0.6471785946525629,3,1.4647656810771963,137,0.2616604809252383,Not Found
11 Beach St Apt 5C,"New York, NY 10013","11 Beach St Apt 5C New York, NY 10013 ",40.7206121,-74.0061867,17,0.634048179682539,2,1.4809052885021723,124,0.097264258149614,35,0.5798619737947184,2889,0.0685914596091143,163,0.1893784187918443,11,0.2299649925577944,20,0.7689613604491838,1329,0.0641042302866552,140,0.097264258149614,1,2.014905832778563,43,0.1806907244608042,17,0.4997323007106826,176,0.2632164298584794,Not Found
27 W 72nd St # 707,"New York, NY 10023","27 W 72nd St # 707 New York, NY 10023 ",40.7772662,-73.9773717,13,0.3567944878276097,3,0.675312610751544,99,0.1004838216841252,16,0.6561628086742358,2228,0.0453526464184499,185,0.2415389788647101,11,0.6957125204006499,14,0.3824365048879606,1438,0.0838886904932271,108,0.1004838216841252,1,2.915354439431197,29,0.1009270298315602,22,0.2462588693185504,175,0.0835923672608136,Not Found
30-45 Hobart St Unit 2BB,"Woodside, NY 11377","30-45 Hobart St Unit 2BB Woodside, NY 11377 ",40.7584341,-73.9062422,5,2.136411480750079,0,inf,46,0.3694936311397349,15,0.3312522252790746,1227,0.106676375289294,68,0.4134439034478151,2,2.517167472660021,1,2.590518308502512,1245,0.0782577012231744,49,0.3694936311397349,1,2.702462916219924,3,0.944841360007824,5,1.5875024459840623,153,0.1420345682234044,Not Found
26910 Grand Central Pkwy Apt 15C,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 15C Floral Park, NY 11005 ",40.7566899,-73.72075,11,1.0083824227003937,0,inf,0,inf,1,1.4669609355245223,152,0.6221399675628604,18,0.6655231678137712,0,inf,0,inf,475,0.0959267502998764,11,1.6350833758112755,0,inf,0,inf,3,1.3486489560323145,21,0.8350001483606757,Not Found
14 Sutton Pl S Apt 1B,"New York, NY 10022","14 Sutton Pl S Apt 1B New York, NY 10022 ",40.7568738,-73.9612438,16,0.2897176735749587,3,1.384004563317312,123,0.4472625150852205,44,0.6689282200733191,3250,0.1428424242063427,176,0.2083967068153813,12,0.7241666684611966,21,0.6371079112739776,1613,0.1081486466789795,128,0.4472625150852205,1,1.618805372759651,37,0.6215772110264604,25,0.5425579578334961,225,0.1350770601584397,Not Found
40-29 216th St,"Bayside, NY 11361","40-29 216th St Bayside, NY 11361 ",40.764126,-73.76633,7,0.5077846321189047,0,inf,0,inf,0,inf,214,0.0298207167255461,20,0.2429780309860524,0,inf,0,inf,715,0.2241576054632544,7,0.3005690875124668,0,inf,0,inf,3,1.45100407096814,28,0.561196021271673,Not Found
164 E 66th St,"New York, NY 10065","164 E 66th St New York, NY 10065 ",40.7659886,-73.963948,16,0.8563176415336331,3,1.004487203253315,114,0.1306950629317649,34,0.4430520664569978,2821,0.0791479343601982,177,0.0406746295119834,13,0.0800467940418166,21,0.4816751840905859,1603,0.0733140690429804,120,0.1306950629317649,1,2.178961016476676,29,0.1712632484306118,23,0.1062202484498953,211,0.0916073230557402,Not Found
18-05 215 St Unit 2H,"Bayside, NY 11360","18-05 215 St Unit 2H Bayside, NY 11360 ",40.7839299,-73.77643,10,0.6438255390007649,0,inf,0,inf,0,inf,141,0.2153617744361017,16,0.1746959416849789,0,inf,0,inf,526,0.0801323837284612,7,1.4565449214269526,0,inf,1,1.6536373211835322,5,1.273882471479105,14,0.2779268163390654,Not Found
3535 75th St Apt 222,"Jackson Heights, NY 11372","3535 75th St Apt 222 Jackson Heights, NY 11372 ",40.7510999,-73.89118,2,1.955998614831484,1,2.9747619065652047,39,0.2914686197463282,15,0.2920914604504696,905,0.1353143173611627,30,0.1338456917796608,0,inf,0,inf,1224,0.0307424247296646,42,0.2914686197463282,1,2.574995226275419,1,1.7580487994541447,4,2.29686830746395,123,0.1348335470939698,Not Found
82-13 258th St,"Glen Oaks, NY 11004","82-13 258th St Glen Oaks, NY 11004 ",40.7403838,-73.7111439,12,0.091189921250732,0,inf,0,inf,2,0.2342919771818698,152,0.2295142962838766,15,1.0003215231467022,0,inf,0,inf,559,0.2370456026999381,11,1.1159683659294246,0,inf,0,inf,2,0.9287437344671534,25,0.2461992567671944,Not Found
15 W 81st St Unit 11E,"New York, NY 10024","15 W 81st St Unit 11E New York, NY 10024 ",40.7828178,-73.9725812,12,0.5144100322809438,2,1.1306707534642573,93,0.0792926170728287,11,1.1106556084932135,2083,0.1054773113930731,183,0.1586627641039262,10,1.1308579026583006,10,0.8296733828310924,1404,0.0554209679320919,102,0.0792926170728287,0,inf,24,0.0860878068916475,21,0.6993397478748871,166,0.354030531069072,Not Found
350 W 42nd St Apt 56F,"New York, NY 10036","350 W 42nd St Apt 56F New York, NY 10036 ",40.7578789,-73.992278,16,0.5903971710594441,3,0.8131472705354941,112,0.1391255448551368,33,0.2138299816048597,3051,0.022937772452404,163,0.3042709296946406,13,0.5512789054187928,23,0.246719776283005,1505,0.0225619045669244,123,0.1391255448551368,1,1.868980037247691,39,0.6883178836155102,25,0.8200297280625309,193,0.174317815550844,Not Found
43-07 60th St,"Woodside, NY 11377","43-07 60th St Woodside, NY 11377 ",40.7424403,-73.9040912,4,2.829013210054917,0,inf,53,0.2271517545222934,24,0.4314774245848229,1267,0.0421275504716002,62,0.6282481308516045,1,2.51696401637243,1,3.079263246721925,1468,0.059331880548873,56,0.2271517545222934,0,inf,4,1.411756585039249,5,1.5718794829950522,158,0.1042755018212164,Not Found
320 E 54th St Apt 10A,"New York, NY 10022","320 E 54th St Apt 10A New York, NY 10022 ",40.756804,-73.9658999,16,0.5192887467926078,3,1.1956197669470812,121,0.2652295001857909,42,0.503285764893826,3271,0.0685191713760084,180,0.0382866595041017,12,0.7198362143864415,21,0.7957142362999543,1593,0.0636419327252885,127,0.2652295001857909,1,1.5384615553367147,39,0.538250499063762,25,0.3949634754191147,223,0.1538793592469504,Not Found
21 S End Ave Apt 208,"New York, NY 10280","21 S End Ave Apt 208 New York, NY 10280 ",40.7082816,-74.0180413,17,0.2533825809606198,1,2.430204209408896,99,0.2290303048451522,27,1.5820160516966904,2241,0.0163320292375415,154,0.221003438530055,9,0.3177579244557835,14,1.4919950885610664,1071,0.0496395179283205,112,0.2290303048451522,1,3.009007735314422,38,0.1756517044480557,15,0.3447828570844419,146,0.0249015337303717,Not Found
927 Fifth Ave,"New York, NY 10021","927 Fifth Ave New York, NY 10021 ",40.773483,-73.96584,12,1.0005111118782366,3,0.9577351243916402,108,0.3147701468848688,27,0.7888603488297948,2459,0.0574343696320633,187,0.1427477753489937,11,0.4470089061540823,14,0.8316253207623725,1527,0.0573861900444242,115,0.3147701468848688,1,2.670671522168781,29,0.0970587141333658,23,0.3376659462275279,196,0.2774118961412701,Not Found
35 Charleston Ave Unit 1075,"Richmond Hill, NY 10309","35 Charleston Ave Unit 1075 Richmond Hill, NY 10309 ",40.5495717,-74.2156135,4,2.058870774572328,0,inf,7,1.6660906817295658,0,inf,100,0.223770545162121,14,1.6146564276755933,0,inf,0,inf,184,0.2405795769933262,7,1.6660906817295658,0,inf,1,0.5947970052911241,0,inf,10,0.2118703041643679,Not Found
29-46 165th St,"Flushing, NY 11358","29-46 165th St Flushing, NY 11358 ",40.7696826,-73.8001553,14,1.0877537132566624,2,1.7561987647438295,2,1.709334193498343,1,1.7144402621079915,268,0.1253633666228382,21,0.5880212741639137,0,inf,0,inf,806,0.3186747784282637,10,0.5563589516460079,0,inf,2,2.460476052950144,5,0.3892004347748123,45,0.6550516787234925,Not Found
475 Park Ave Apt 4D,"New York, NY 10022","475 Park Ave Apt 4D New York, NY 10022 ",40.762108,-73.9700956,15,0.8739024698417608,3,0.7968601559274123,117,0.1233578114628454,40,0.0805812797794447,3089,0.0735813043386037,174,0.1479576302509774,12,0.4693274711493595,21,0.8172419087326195,1589,0.0509484335155515,124,0.1233578114628454,1,1.8657557963857847,34,0.131157458512683,25,0.0527881759654271,213,0.2541562282358359,Not Found
64-34 102nd St Unit 5W,"Rego Park, NY 11374","64-34 102nd St Unit 5W Rego Park, NY 11374 ",40.7310899,-73.85325,13,1.2127086857660665,2,2.047764066055595,33,0.2962344368983944,7,1.5377813421967017,779,0.188715291745296,43,0.9250301471510772,1,1.6089946881724122,0,inf,1411,0.1077248940855541,39,0.2962344368983944,0,inf,1,1.9427779259230904,4,1.9240777627084429,126,0.2230906202385348,Not Found
133-26 Avery Ave Unit Ba,"Flushing, NY 11355","133-26 Avery Ave Unit Ba Flushing, NY 11355 ",40.7526654,-73.8308008,13,0.4562609685185421,2,0.3251333522644645,16,0.4826977163193514,4,0.6632069082504054,605,0.1128681529314002,31,0.3144363910016567,1,2.60940413183956,0,inf,1231,0.0802712366789831,23,0.4069708914109257,1,2.827496345526466,1,1.3402307589427171,4,1.1496343431373406,98,0.1067979789534673,Not Found
303 W 66th St Apt 9BE,"New York, NY 10023","303 W 66th St Apt 9BE New York, NY 10023 ",40.776608,-73.987646,14,0.1926060807834594,3,0.6200134522067666,93,0.346212682711465,19,0.6186111406157924,2216,0.2204164770982622,161,0.1739649566440333,12,0.3394183974480741,14,0.3054929121948267,1373,0.0332217914946826,100,0.346212682711465,1,2.963272588862347,28,0.3937898641772032,23,0.2283639486690129,165,0.1078229347401974,Not Found
58 Charles St,"New York, NY 10014","58 Charles St New York, NY 10014 ",40.7348956,-74.0027403,20,0.0574543801236783,3,0.5065739913866888,127,0.08891550673837,38,0.0355063190279612,3057,0.0172234381954419,172,0.1780392203820123,14,0.3402819892047545,22,0.3395710442139374,1485,0.0444107113832036,143,0.08891550673837,1,1.5663215210181771,44,0.3287491386445819,27,0.6279718385578429,184,0.1284541654348449,Not Found
300 W 145th St Apt 7C,"New York, NY 10039","300 W 145th St Apt 7C New York, NY 10039 ",40.822922,-73.9426429,34,0.2776501267953236,0,inf,71,0.1370326169605991,5,1.6458920609235133,638,0.0848213529158646,217,0.1475531471864713,4,0.6414001809175729,1,0.5469877557705137,1062,0.0304096605648616,77,0.1370326169605991,0,inf,13,0.5254507779099175,9,0.3898600283009544,103,0.0251468091152591,Not Found
540 W 28th St Ph E,"New York, NY 10001","540 W 28th St Ph E New York, NY 10001 ",40.7514683,-74.0037858,20,0.156545740256463,3,0.6524108408661823,119,0.3222746898709797,31,0.0993334969822059,3019,0.0735280929857329,145,0.3360873565232353,13,0.8418934610803555,23,0.430447880945453,1507,0.0817193832892745,134,0.3222746898709797,1,1.973489863156048,42,0.0853298274294367,25,0.9349105450017684,175,0.0976442862999354,Not Found
88-08 151 St Unit 1E,"Howard Beach, NY 11414","88-08 151 St Unit 1E Howard Beach, NY 11414 ",40.6685599,-73.84712,15,0.7653267289101575,1,0.5375632150414393,40,0.6360859343605504,6,1.7936660372872175,182,0.2733908571684508,31,0.8665546692417735,0,inf,0,inf,1001,0.1601786376200835,47,0.6360859343605504,0,inf,0,inf,4,2.050692976019836,34,0.2432356082281405,Not Found
83-75 Woodhaven Blvd Unit 2H,"Woodhaven, NY 11421","83-75 Woodhaven Blvd Unit 2H Woodhaven, NY 11421 ",40.6999899,-73.8539,12,0.5936805233673594,1,1.9768832938777807,54,0.4370425352435042,9,0.8132978969075073,575,0.1791193883396888,65,0.58883814438811,1,1.5701696542909669,0,inf,1515,0.0435677323183438,61,0.4370425352435042,0,inf,0,inf,3,1.1636891856118798,86,0.4925186422258159,Not Found
3126 Buell St,"East Elmhurst, NY 11369","3126 Buell St East Elmhurst, NY 11369 ",40.7613653,-73.8619888,11,0.945906179327574,2,1.4382753944970743,24,0.7496826557942654,11,0.9393082436902124,767,0.2218462899617626,30,1.0595803736520604,0,inf,0,inf,1118,0.0481809073889702,29,0.7496826557942654,1,1.5360530897636668,1,2.9280545353843084,2,1.918717251880784,115,0.3323661244178434,Not Found
8614 Astoria Blvd,"East Elmhurst, NY 11369","8614 Astoria Blvd East Elmhurst, NY 11369 ",40.7638249,-73.8826097,3,0.9734799654005688,2,2.532967699462701,32,1.1077995044408395,13,0.3011161504820419,875,0.0418231614001669,32,0.9666887505906738,0,inf,0,inf,1098,0.023658882016938,35,1.1077995044408395,1,1.5907518915107546,1,2.2349412004715417,3,2.828386289752381,127,0.4143002376336311,Not Found
516 E 78th St Apt 2J,"New York, NY 10075","516 E 78th St Apt 2J New York, NY 10075 ",40.7702152,-73.95011,15,1.09649527061091,2,1.721054809748087,103,0.4469679118822782,26,1.222952525365012,2380,0.0465699089042417,170,0.1662638128522151,10,0.7630614497167448,10,0.4533922694937076,1561,0.0737582107643015,109,0.4469679118822782,1,2.698801734729593,23,0.7620838423326478,22,0.617516726077312,202,0.1142831184085607,Not Found
105-38 63 Dr Unit 3M,"Forest Hills, NY 11375","105-38 63 Dr Unit 3M Forest Hills, NY 11375 ",40.7329499,-73.85215,13,1.182794848199879,2,1.9073133409033496,32,0.4284675502756236,7,1.647493027699826,776,0.1183323161689299,43,0.8249838697747058,1,1.6621993574457612,0,inf,1393,0.0211621042324678,38,0.4284675502756236,0,inf,1,1.865512415328528,4,2.052769759601821,125,0.1129419252224653,Not Found
150-15 Barclay Ave Unit 3D,"Flushing, NY 11355","150-15 Barclay Ave Unit 3D Flushing, NY 11355 ",40.7621671,-73.8130107,13,0.9240247528026112,2,0.9226232046424484,5,0.90494396560546,1,0.961953158346844,339,0.0928779359911331,24,0.1084328585077697,0,inf,0,inf,981,0.0740928760702895,11,0.0919605091650647,0,inf,1,1.791385329699036,4,0.8673249030899852,63,0.2202369592698752,Not Found
575 Park Ave Unit 809,"New York, NY 10065","575 Park Ave Unit 809 New York, NY 10065 ",40.7651716,-73.9678719,15,0.9269567235583264,3,0.8157824179418243,114,0.0995860866077534,39,0.2417615864961073,2924,0.079364922824981,178,0.0704260805021669,12,0.2409118775786882,21,0.6805441052059359,1584,0.087950116137841,121,0.0995860866077534,1,2.08807931864858,30,0.0599851462718895,23,0.229244719919867,208,0.171822021655391,Not Found
321 E 43rd St Apt 314,"New York, NY 10017","321 E 43rd St Apt 314 New York, NY 10017 ",40.750236,-73.9707571,19,0.8286025713379221,3,0.8211330418975202,128,0.2915899683506418,41,0.8695865302640725,3450,0.0702154473841493,189,0.1133004675604759,13,0.5111409554763003,21,0.6209250852541982,1600,0.0673027931086956,134,0.2915899683506418,1,1.046801569842259,43,0.3587701567883379,23,0.2802931488680805,227,0.11765427225322,Not Found
50 Henry St Apt 7B,"New York, NY 10002","50 Henry St Apt 7B New York, NY 10002 ",40.7127137,-73.9955275,24,0.1668826690713358,2,2.083262005792383,138,0.2895041557921363,39,0.6561536261273136,2910,0.0524754534091685,180,0.1022949102378655,12,0.6476843592126985,20,1.0995633010576424,1351,0.0439482853066582,150,0.2895041557921363,1,1.9515291532832109,43,0.4532883654219501,18,0.5075020074029604,196,0.0440668488768763,Not Found
12 Beekman Pl Apt 1A,"New York, NY 10022","12 Beekman Pl Apt 1A New York, NY 10022 ",40.7532103,-73.9650934,17,0.4792054102074048,3,1.167683446584158,127,0.449518316544549,47,0.7394856670103139,3376,0.0851747573044975,182,0.138411790662813,12,0.8300829224386288,21,0.9247952659566994,1606,0.0636822328402472,132,0.449518316544549,1,1.3116140693396032,41,0.6791524256075709,24,0.4350982508265122,229,0.2100727195280199,Not Found
43-07 60th St,"Woodside, NY 11377","43-07 60th St Woodside, NY 11377 ",40.7424403,-73.9040912,4,2.829013210054917,0,inf,53,0.2271517545222934,24,0.4314774245848229,1267,0.0421275504716002,62,0.6282481308516045,1,2.51696401637243,1,3.079263246721925,1468,0.059331880548873,56,0.2271517545222934,0,inf,4,1.411756585039249,5,1.5718794829950522,158,0.1042755018212164,Not Found
597 Broadway Commercial,"New York, NY 10012","597 Broadway Commercial New York, NY 10012 ",40.7252053,-73.9973104,20,0.7285746904577488,3,1.2287383684632256,141,0.05842485679725,41,0.1083060547957832,3177,0.0660575020123484,181,0.2756645881347656,13,0.4873108957143064,20,0.252416160072978,1422,0.009838736727546,157,0.05842485679725,1,1.453601417378428,45,0.0283323536914128,19,0.1150732060330055,198,0.1568630450876386,Not Found
26910 Grand Central Pkwy Apt 26B,"Floral Park, NY 11005","26910 Grand Central Pkwy Apt 26B Floral Park, NY 11005 ",40.7566899,-73.72075,11,1.0083824227003937,0,inf,0,inf,1,1.4669609355245223,152,0.6221399675628604,18,0.6655231678137712,0,inf,0,inf,475,0.0959267502998764,11,1.6350833758112755,0,inf,0,inf,3,1.3486489560323145,21,0.8350001483606757,Not Found
98-25 64th Rd Unit 7J,"Rego Park, NY 11374","98-25 64th Rd Unit 7J Rego Park, NY 11374 ",40.7296299,-73.85816,12,1.4588805950781882,2,2.2641333637764114,35,0.1853238733482219,9,1.5377129400405627,800,0.0681822535916857,49,0.7192114743084644,1,1.7421224084985922,0,inf,1407,0.0505767910588347,40,0.1853238733482219,0,inf,1,2.2154284059105267,3,1.666203472708629,126,0.1456632341288821,Not Found
107-40 Queens Blvd Ph 19,"Forest Hills, NY 11375","107-40 Queens Blvd Ph 19 Forest Hills, NY 11375 ",40.7216713,-73.8460258,14,0.9432286122772257,2,2.5283605228432675,40,0.0790113936376389,7,0.8284957859433534,746,0.0557586255559559,50,0.2859738053512504,1,0.9071129174083602,0,inf,1561,0.0648744813905611,46,0.0790113936376389,0,inf,1,1.835125261386704,3,1.9301741853201155,129,0.1284404383791357,Not Found
118-14 83rd Ave Unit 3M,"Kew Gardens, NY 11415","118-14 83rd Ave Unit 3M Kew Gardens, NY 11415 ",40.7070999,-73.83497,22,0.3578499738045548,1,2.712571199219278,35,0.547606497310369,6,0.5607004475227008,456,0.0161777597924021,45,0.1866528784092151,1,0.5692955343766152,0,inf,1448,0.0219120310129311,39,0.2773413695192978,0,inf,1,2.2318025692158545,4,2.1664970225488687,91,0.0422243068147305,Not Found
48 E 81st St,"New York, NY 10028","48 E 81st St New York, NY 10028 ",40.7771404,-73.960432,19,0.9759391954612536,2,1.3206112767370397,100,0.242625448609474,22,1.1401859409822006,2300,0.0751530140206898,188,0.1227475368152552,10,0.715870975412864,11,0.9025307180377736,1491,0.0827045930703867,106,0.242625448609474,1,2.9701722391515,25,0.1793871726710991,23,0.6326278837378709,190,0.2397416105259369,Not Found
35-16 212th St,"Bayside, NY 11361","35-16 212th St Bayside, NY 11361 ",40.7680692,-73.7756635,13,1.067601795135302,1,2.914620831839337,1,2.906182569921726,1,2.9485803602543195,283,0.3097852686331451,23,0.4475721320599518,0,inf,0,inf,756,0.1103507476820307,9,0.3954355166006116,0,inf,2,2.683761899047352,6,0.9106781085146664,43,0.8318916474607322,Not Found
106-06 79th St,"Ozone Park, NY 11417","106-06 79th St Ozone Park, NY 11417 ",40.6778872,-73.8584563,24,0.2614814691986875,1,0.4566012897766188,54,0.1067377621816909,9,1.836186171272528,378,0.4105754876138037,57,0.5304302964458628,1,2.923389060573109,0,inf,1249,0.0779414977733911,61,0.1067377621816909,0,inf,0,inf,4,1.6884475537557544,55,0.8512576546387244,Not Found
60-15 Maspeth Ave,"Maspeth, NY 11378","60-15 Maspeth Ave Maspeth, NY 11378 ",40.7232796,-73.905819,10,2.007743565912895,0,inf,72,1.1777170241999386,34,0.6889605821461455,1363,0.0966264030621529,98,0.0462119170979487,2,2.445152730387889,0,inf,1638,0.1203295750908035,75,1.1777170241999386,0,inf,5,1.1332792557649491,5,1.4969427112499467,176,0.117000126738903,Not Found
66-83 Forest Ave,"Ridgewood, NY 11385","66-83 Forest Ave Ridgewood, NY 11385 ",40.7050588,-73.9018494,28,1.3876015044373362,0,inf,83,0.0788628091413896,23,0.584102023606452,969,0.0122631014344347,113,0.0733746123758559,2,2.14488339697778,0,inf,1721,0.015440222072431,86,0.0788628091413896,0,inf,3,1.0358402351832676,3,1.2229407759307374,121,0.1429054934306708,Not Found
345 E 52nd St Apt 4K,"New York, NY 10022","345 E 52nd St Apt 4K New York, NY 10022 ",40.755643,-73.965864,16,0.5045863743101876,3,1.2022829107935409,121,0.3054464972897504,44,0.5722112359044794,3297,0.0568909753113073,181,0.0377770774766056,12,0.7990909070815027,21,0.8516410795933596,1590,0.0531401190414997,127,0.3054464972897504,1,1.461268319853145,41,0.6135789381066177,25,0.4131751662565963,223,0.2057713367316434,Not Found
141-08 Rockaway Blvd,"Jamaica, NY 11436","141-08 Rockaway Blvd Jamaica, NY 11436 ",40.6740071,-73.7996754,14,0.6209746514187061,1,2.998037987835441,20,1.6036266283560123,7,0.0275930853552366,201,0.034393817077363,27,0.1957449192857,0,inf,0,inf,1109,0.0233499601823349,35,1.0040908644377178,0,inf,0,inf,1,0.6967343892215454,53,0.3460351924696469,Not Found
168 E 75th St,"New York, NY 10021","168 E 75th St New York, NY 10021 ",40.7720885,-73.9605716,12,1.1981983336061148,2,1.1950400097403815,107,0.1144961983921176,27,0.8514029888972928,2467,0.022136716167377,184,0.1554151772775336,11,0.3877320291982311,13,0.5868660519047313,1551,0.0876684226814295,113,0.1144961983921176,1,2.629453091159885,27,0.2032559783219193,22,0.3305523309124962,204,0.052567157481897,Not Found
136 Waverly Pl Apt 12A,"New York, NY 10014","136 Waverly Pl Apt 12A New York, NY 10014 ",40.732894,-74.000319,19,0.1764075738274613,3,0.6760260384945219,132,0.0889488984512767,39,0.1387232308771065,3113,0.0169311142045185,179,0.0380162236585383,15,0.1665497000748454,22,0.1602505012355136,1491,0.0310035175367526,148,0.0889488984512767,1,1.44757287677315,45,0.3014698480428263,27,0.4753981360267107,188,0.1100163456188029,Not Found
311 E 38th St Apt 19A,"New York, NY 10016","311 E 38th St Apt 19A New York, NY 10016 ",40.7472473,-73.9732236,18,1.0225122025413431,3,0.6636499995934813,132,0.3269373565644607,41,0.8269985085065992,3455,0.030429579083514,197,0.2117165106542183,13,0.3211926626910351,21,0.3957477281939914,1608,0.0471940987991725,139,0.3269373565644607,1,0.8346825138816215,45,0.3256198455599853,25,0.4513198411457653,225,0.0942916126655218,Not Found
75 Wall St Apt 24M,"New York, NY 10005","75 Wall St Apt 24M New York, NY 10005 ",40.705042,-74.0081176,18,0.2689993303209289,1,2.559319437803498,112,0.1288523834068243,29,1.429732252210714,2417,0.0113726883114581,168,0.1692312070767454,9,0.2499554730259712,15,1.7547882866453586,1084,0.0180477461053904,122,0.1288523834068243,1,2.7812624930823384,37,0.1077790280991772,16,0.0851679965654699,167,0.0932090293409299,Not Found
